Age_Group,State,Year,deaths,population
55+,Ohio,2001,93403,2357972
55+,Ohio,2002,94830,2417672
55+,Ohio,2003,94174,2465768
55+,Ohio,2004,91301,2512213
55+,Ohio,2005,93455,2560389
55+,Ohio,2006,91640,2613045
55+,Ohio,2007,91342,2668546
55+,Ohio,2008,94403,2726982
55+,Ohio,2009,91975,2789315
55+,Ohio,2010,93914,2843852
55+,Ohio,2011,96431,2924977
55+,Ohio,2012,97811,2991227
55+,Ohio,2013,98392,3059697
55+,Ohio,2014,99829,3124506
55+,Ohio,2015,102663,3185362
55+,Ohio,2016,103130,3237851
55+,Ohio,2017,106449,3298981
55+,Ohio,2018,108541,3350233
55+,Oklahoma,1999,29552,708597
55+,Oklahoma,2000,29871,715104
55+,Oklahoma,2001,29423,724257
55+,Oklahoma,2002,30063,743165
55+,Oklahoma,2003,30130,758561
55+,Oklahoma,2004,28826,774508
55+,Oklahoma,2005,30335,789968
55+,Oklahoma,2006,29557,811040
55+,Oklahoma,2007,30014,828413
55+,Oklahoma,2008,30732,847463
55+,Oklahoma,2009,29465,867992
55+,Oklahoma,2010,30570,885284
55+,Oklahoma,2011,31184,910798
55+,Oklahoma,2012,30869,930286
55+,Oklahoma,2013,32343,951292
55+,Oklahoma,2014,32489,969657
55+,Oklahoma,2015,33418,990312
55+,Oklahoma,2016,33292,1007436
55+,Oklahoma,2017,34622,1022752
55+,Oklahoma,2018,35349,1039801
55+,Oregon,1999,25526,676328
55+,Oregon,2000,25698,685134
55+,Oregon,2001,26173,702183
55+,Oregon,2002,26950,732621
55+,Oregon,2003,26711,758688
55+,Oregon,2004,26104,785928
55+,Oregon,2005,26831,816705
55+,Oregon,2006,27102,849499
55+,Oregon,2007,27124,879629
55+,Oregon,2008,27834,910681
55+,Oregon,2009,27568,941985
55+,Oregon,2010,28009,965227
55+,Oregon,2011,28853,1001251
55+,Oregon,2012,28854,1032184
55+,Oregon,2013,30164,1061367
55+,Oregon,2014,30233,1090981
55+,Oregon,2015,31775,1121675
55+,Oregon,2016,31826,1151597
55+,Oregon,2017,32706,1172978
55+,Oregon,2018,32402,1199151
55+,Pennsylvania,1999,115090,2809060
55+,Pennsylvania,2000,115371,2813223
55+,Pennsylvania,2001,113926,2820154
55+,Pennsylvania,2002,114222,2875570
55+,Pennsylvania,2003,114021,2917403
55+,Pennsylvania,2004,111877,2955953
55+,Pennsylvania,2005,113342,2997263
55+,Pennsylvania,2006,109332,3044936
55+,Pennsylvania,2007,109590,3097965
55+,Pennsylvania,2008,111950,3156309
55+,Pennsylvania,2009,109355,3220335
55+,Pennsylvania,2010,109539,3275975
55+,Pennsylvania,2011,112966,3360062
55+,Pennsylvania,2012,112044,3431071
55+,Pennsylvania,2013,114506,3502784
55+,Pennsylvania,2014,114054,3570970
55+,Pennsylvania,2015,117509,3637840
55+,Pennsylvania,2016,116919,3693306
55+,Pennsylvania,2017,119288,3756076
55+,Pennsylvania,2018,119640,3811192
55+,Rhode Island,1999,8635,219133
55+,Rhode Island,2000,8901,220494
55+,Rhode Island,2001,8827,222289
55+,Rhode Island,2002,9071,227618
55+,Rhode Island,2003,8760,231128
55+,Rhode Island,2004,8630,234658
55+,Rhode Island,2005,8887,236864
55+,Rhode Island,2006,8554,239738
55+,Rhode Island,2007,8628,242513
55+,Rhode Island,2008,8610,246394
55+,Rhode Island,2009,8273,251485
55+,Rhode Island,2010,8498,255720
55+,Rhode Island,2011,8556,262311
55+,Rhode Island,2012,8348,267947
55+,Rhode Island,2013,8712,274364
55+,Rhode Island,2014,8719,280222
55+,Rhode Island,2015,9109,286388
55+,Rhode Island,2016,8663,292499
55+,Rhode Island,2017,9107,298669
55+,Rhode Island,2018,9139,303560
55+,South Carolina,1999,29350,794230
55+,South Carolina,2000,30097,807975
55+,South Carolina,2001,29662,830206
55+,South Carolina,2002,30737,862325
55+,South Carolina,2003,31164,892446
55+,South Carolina,2004,30194,923794
55+,South Carolina,2005,31478,958844
55+,South Carolina,2006,31499,1002276
55+,South Carolina,2007,32182,1040842
55+,South Carolina,2008,33166,1081097
55+,South Carolina,2009,33617,1116890
55+,South Carolina,2010,34660,1144952
55+,South Carolina,2011,35203,1191648
55+,South Carolina,2012,36504,1230079
55+,South Carolina,2013,37931,1269104
55+,South Carolina,2014,38668,1312788
55+,South Carolina,2015,40085,1356830
55+,South Carolina,2016,40896,1404286
55+,South Carolina,2017,42264,1445540
55+,South Carolina,2018,43405,1489239
55+,South Dakota,1999,6024,153414
55+,South Dakota,2000,6157,154394
55+,South Dakota,2001,6040,155848
55+,South Dakota,2002,5994,158798
55+,South Dakota,2003,6126,161898
55+,South Dakota,2004,5885,166077
55+,South Dakota,2005,6145,170171
55+,South Dakota,2006,6154,175304
55+,South Dakota,2007,5966,180905
55+,South Dakota,2008,6190,186215
55+,South Dakota,2009,5985,191024
55+,South Dakota,2010,6217,195159
55+,South Dakota,2011,6407,202103
55+,South Dakota,2012,6354,208516
55+,South Dakota,2013,6174,215199
55+,South Dakota,2014,6515,221147
55+,South Dakota,2015,6703,227318
55+,South Dakota,2016,6861,232993
55+,South Dakota,2017,6959,237093
55+,South Dakota,2018,7014,243124
55+,Tennessee,1999,44857,1141587
55+,Tennessee,2000,45925,1155097
55+,Tennessee,2001,45729,1178518
55+,Tennessee,2002,46717,1219103
55+,Tennessee,2003,47146,1255919
55+,Tennessee,2004,45760,1291405
55+,Tennessee,2005,46992,1331632
55+,Tennessee,2006,46486,1379935
55+,Tennessee,2007,46980,1420306
55+,Tennessee,2008,48841,1463779
55+,Tennessee,2009,48208,1505118
55+,Tennessee,2010,49524,1539260
55+,Tennessee,2011,50578,1592597
55+,Tennessee,2012,52053,1634754
55+,Tennessee,2013,53688,1675742
55+,Tennessee,2014,54665,1716826
55+,Tennessee,2015,56596,1757999
55+,Tennessee,2016,57556,1798068
55+,Tennessee,2017,59691,1835747
55+,Tennessee,2018,60490,1875809
55+,Texas,1999,120683,3373191
55+,Texas,2000,122732,3432782
55+,Texas,2001,124642,3534014
55+,Texas,2002,126269,3674586
55+,Texas,2003,125302,3804641
55+,Texas,2004,123615,3940152
55+,Texas,2005,126607,4084860
55+,Texas,2006,126925,4259870
55+,Texas,2007,129925,4411821
55+,Texas,2008,134401,4578167
55+,Texas,2009,132913,4754130
55+,Texas,2010,136985,4894398
55+,Texas,2011,139360,5117988
55+,Texas,2012,144794,5304078
55+,Texas,2013,149506,5493170
55+,Texas,2014,153640,5699875
55+,Texas,2015,159224,5902360
55+,Texas,2016,161486,6081469
55+,Texas,2017,166976,6262085
55+,Texas,2018,171808,6436111
55+,Utah,1999,9762,306073
55+,Utah,2000,10147,310979
55+,Utah,2001,10333,320834
55+,Utah,2002,10706,334088
55+,Utah,2003,10895,346063
55+,Utah,2004,10835,359306
55+,Utah,2005,10912,376477
55+,Utah,2006,11078,394903
55+,Utah,2007,11330,410345
55+,Utah,2008,11333,427335
55+,Utah,2009,11389,444447
55+,Utah,2010,12096,458712
55+,Utah,2011,12485,480547
55+,Utah,2012,12889,499337
55+,Utah,2013,13614,519025
55+,Utah,2014,13803,537071
55+,Utah,2015,14397,556592
55+,Utah,2016,14815,575945
55+,Utah,2017,14961,594696
55+,Utah,2018,15354,612862
55+,Vermont,1999,4362,121827
55+,Vermont,2000,4462,124434
55+,Vermont,2001,4554,127167
55+,Vermont,2002,4465,132041
55+,Vermont,2003,4507,136249
55+,Vermont,2004,4388,140954
55+,Vermont,2005,4433,145156
55+,Vermont,2006,4409,149911
55+,Vermont,2007,4539,154706
55+,Vermont,2008,4570,159506
55+,Vermont,2009,4468,164177
55+,Vermont,2010,4824,168254
55+,Vermont,2011,4798,174316
55+,Vermont,2012,4934,179309
55+,Vermont,2013,5027,183892
55+,Vermont,2014,5043,188316
55+,Vermont,2015,5327,192264
55+,Vermont,2016,5280,195540
55+,Vermont,2017,5380,199426
55+,Vermont,2018,5386,203275
55+,Virginia,1999,46780,1314782
55+,Virginia,2000,47417,1336678
55+,Virginia,2001,47179,1375154
55+,Virginia,2002,48005,1432365
55+,Virginia,2003,48926,1480966
55+,Virginia,2004,47582,1529433
55+,Virginia,2005,48556,1577489
55+,Virginia,2006,48395,1621414
55+,Virginia,2007,48859,1664596
55+,Virginia,2008,49996,1713278
55+,Virginia,2009,49760,1766124
55+,Virginia,2010,50330,1809498
55+,Virginia,2011,51952,1878314
55+,Virginia,2012,52895,1936733
55+,Virginia,2013,54210,1992556
55+,Virginia,2014,55021,2048470
55+,Virginia,2015,56862,2106818
55+,Virginia,2016,57464,2163782
55+,Virginia,2017,59680,2219370
55+,Virginia,2018,60468,2270381
55+,Washington,1999,37645,1057834
55+,Washington,2000,37580,1074643
55+,Washington,2001,38241,1104532
55+,Washington,2002,38586,1153337
55+,Washington,2003,39127,1194968
55+,Washington,2004,38086,1241795
55+,Washington,2005,39373,1291150
55+,Washington,2006,39379,1344438
55+,Washington,2007,40599,1393627
55+,Washington,2008,41761,1444612
55+,Washington,2009,41485,1501165
55+,Washington,2010,41667,1545571
55+,Washington,2011,43315,1614707
55+,Washington,2012,43564,1668405
55+,Washington,2013,44862,1722251
55+,Washington,2014,45562,1775918
55+,Washington,2015,47893,1833933
55+,Washington,2016,48185,1894344
55+,Washington,2017,50170,1940518
55+,Washington,2018,50111,1991720
55+,West Virginia,1999,18455,428321
55+,West Virginia,2000,18393,429932
55+,West Virginia,2001,18167,433329
55+,West Virginia,2002,17994,444840
55+,West Virginia,2003,18351,455038
55+,West Virginia,2004,17883,464726
55+,West Virginia,2005,17789,474929
55+,West Virginia,2006,17549,486164
55+,West Virginia,2007,17869,496658
55+,West Virginia,2008,18524,507486
55+,West Virginia,2009,18236,517502
55+,West Virginia,2010,18244,526308
55+,West Virginia,2011,18595,536817
55+,West Virginia,2012,18761,545941
55+,West Virginia,2013,18742,553567
55+,West Virginia,2014,19107,560369
55+,West Virginia,2015,19650,565946
55+,West Virginia,2016,19429,570101
55+,West Virginia,2017,19975,573889
55+,West Virginia,2018,20275,578348
55+,Wisconsin,1999,41191,1057281
55+,Wisconsin,2000,40640,1064669
55+,Wisconsin,2001,40773,1079124
55+,Wisconsin,2002,40955,1109260
55+,Wisconsin,2003,40196,1134989
55+,Wisconsin,2004,39907,1163123
55+,Wisconsin,2005,40593,1193199
55+,Wisconsin,2006,40232,1223854
55+,Wisconsin,2007,40130,1257603
55+,Wisconsin,2008,40998,1291976
55+,Wisconsin,2009,40015,1328650
55+,Wisconsin,2010,41646,1358620
55+,Wisconsin,2011,42658,1403594
55+,Wisconsin,2012,42712,1446123
55+,Wisconsin,2013,44213,1489397
55+,Wisconsin,2014,44659,1528143
55+,Wisconsin,2015,45570,1567810
55+,Wisconsin,2016,45781,1605402
55+,Wisconsin,2017,46723,1641047
55+,Wisconsin,2018,47987,1677414
55+,Wyoming,1999,3387,93522
55+,Wyoming,2000,3277,95548
55+,Wyoming,2001,3331,97634
55+,Wyoming,2002,3445,101628
55+,Wyoming,2003,3452,105454
55+,Wyoming,2004,3268,109034
55+,Wyoming,2005,3393,112847
55+,Wyoming,2006,3555,117043
55+,Wyoming,2007,3473,121539
55+,Wyoming,2008,3420,126193
55+,Wyoming,2009,3542,131198
55+,Wyoming,2010,3675,135001
55+,Wyoming,2011,3648,140454
55+,Wyoming,2012,3740,145226
55+,Wyoming,2013,3805,149357
55+,Wyoming,2014,3916,152413
55+,Wyoming,2015,4011,155723
55+,Wyoming,2016,4037,158543
55+,Wyoming,2017,4132,161952
55+,Wyoming,2018,4403,164543
NS,Arizona,1999,41,0
NS,Arizona,2000,25,0
NS,Arizona,2001,54,0
NS,Arizona,2002,43,0
NS,Arizona,2003,56,0
NS,Arizona,2004,76,0
NS,Arizona,2005,36,0
NS,Arizona,2006,56,0
NS,Arizona,2007,30,0
NS,Arizona,2008,10,0
NS,Arizona,2009,105,0
NS,Arizona,2011,12,0
NS,Arizona,2013,17,0
NS,California,1999,81,0
NS,California,2000,108,0
NS,California,2001,103,0
NS,California,2002,69,0
NS,California,2003,82,0
NS,California,2004,57,0
NS,California,2005,48,0
NS,California,2006,45,0
NS,California,2007,43,0
NS,California,2008,35,0
NS,California,2009,30,0
NS,California,2010,28,0
NS,California,2011,22,0
NS,California,2012,17,0
NS,California,2013,24,0
NS,California,2014,23,0
NS,California,2015,15,0
NS,California,2016,25,0
NS,California,2017,18,0
NS,California,2018,24,0
NS,District of Columbia,2000,17,0
NS,District of Columbia,2001,21,0
NS,District of Columbia,2002,16,0
NS,Florida,1999,51,0
NS,Florida,2000,34,0
NS,Florida,2001,51,0
NS,Florida,2002,43,0
NS,Florida,2003,36,0
NS,Florida,2004,47,0
NS,Florida,2005,12,0
NS,Florida,2006,11,0
NS,Florida,2007,10,0
NS,Florida,2012,10,0
NS,Florida,2013,10,0
NS,Florida,2015,10,0
NS,Florida,2016,14,0
NS,Florida,2017,14,0
NS,Georgia,2001,12,0
NS,Georgia,2009,14,0
NS,Illinois,2003,10,0
NS,Illinois,2007,12,0
NS,Illinois,2008,10,0
NS,Indiana,2003,10,0
NS,Maryland,1999,26,0
NS,Mississippi,2012,30,0
NS,Nevada,2003,11,0
NS,New Jersey,2000,17,0
NS,New Jersey,2001,16,0
NS,New Jersey,2002,22,0
NS,New Jersey,2004,14,0
NS,New Jersey,2006,10,0
NS,New Jersey,2018,10,0
NS,New Mexico,2001,11,0
NS,New York,1999,24,0
NS,New York,2000,23,0
NS,New York,2001,32,0
NS,New York,2002,22,0
NS,New York,2009,11,0
NS,New York,2010,17,0
NS,New York,2011,24,0
NS,New York,2012,18,0
NS,New York,2013,27,0
NS,New York,2014,40,0
NS,New York,2015,19,0
NS,New York,2016,19,0
NS,New York,2017,13,0
NS,New York,2018,47,0
NS,North Carolina,2001,13,0
NS,North Carolina,2004,14,0
NS,North Carolina,2008,11,0
NS,Pennsylvania,1999,12,0
NS,Pennsylvania,2000,12,0
NS,Pennsylvania,2001,18,0
NS,Pennsylvania,2003,13,0
NS,Pennsylvania,2004,35,0
NS,Pennsylvania,2005,14,0
NS,Pennsylvania,2006,17,0
NS,Pennsylvania,2007,16,0
NS,Pennsylvania,2008,12,0
NS,Pennsylvania,2009,15,0
NS,Pennsylvania,2010,11,0
NS,Pennsylvania,2012,11,0
NS,Pennsylvania,2014,21,0
NS,Pennsylvania,2015,23,0
NS,Pennsylvania,2016,28,0
NS,Pennsylvania,2017,32,0
NS,Pennsylvania,2018,24,0
NS,South Carolina,2000,14,0
NS,South Carolina,2005,12,0
NS,Texas,1999,19,0
NS,Texas,2000,35,0
NS,Texas,2001,33,0
NS,Texas,2002,40,0
NS,Texas,2003,40,0
NS,Texas,2004,27,0
NS,Texas,2005,35,0
NS,Texas,2007,14,0
NS,Texas,2014,11,0
